5	3	1	5	923
1	1	0	10	626
5	2	0	6	521
4	4	0	8	705
2	2	0	8	825
2	4	0	6	262
3	2	0	1	324
2	4	1	7	415
1	3	0	4	364
2	5	1	7	151
5	2	0	1	764
5	2	1	10	399
1	3	0	6	263
3	5	1	9	724
5	1	0	8	968
4	2	0	9	932
4	4	0	5	670
2	1	1	6	606
4	4	0	3	529
1	2	0	2	512
3	3	1	10	917
4	2	0	3	831
3	2	0	1	708
3	1	0	9	290
5	5	1	5	689
4	4	1	9	869
4	4	0	2	538
5	2	0	4	893
1	3	1	3	348
1	3	1	8	870
5	5	0	6	147
2	5	0	2	896
5	3	1	2	873
2	4	1	3	750
2	2	1	8	492
2	5	0	9	667
5	2	0	6	217
1	5	1	5	381
3	2	1	8	966
4	2	1	7	336
1	3	1	3	433
2	5	1	7	502
5	3	0	9	768
4	1	0	8	671
3	2	1	3	536
2	5	1	3	165
1	1	0	4	836
4	3	0	2	402
3	2	1	3	867
4	4	1	10	653
5	4	0	9	214
4	4	0	8	432
1	2	1	10	459
2	1	1	2	673
1	4	0	6	329
2	3	1	5	238
5	5	1	6	105
1	2	0	10	882
2	2	0	8	825
2	4	0	3	702
4	5	1	1	499
3	2	0	2	834
5	1	1	3	686
3	2	1	8	548
5	1	0	10	432
4	5	1	1	747
5	4	1	4	337
2	1	0	9	755
3	2	0	1	683
4	1	0	8	146
5	1	0	9	814
5	5	0	7	586
3	3	1	5	880
3	2	1	1	534
1	3	0	6	871
4	5	0	8	493
5	2	1	1	906
1	1	1	8	472
1	3	1	2	277
1	3	0	5	273
5	1	1	7	998
3	3	1	2	704
5	4	0	2	155
3	5	0	10	811
5	4	0	4	162
5	2	0	4	974
1	5	1	10	711
2	2	0	10	401
4	1	0	7	271
1	1	1	8	320
1	4	1	7	204
5	2	0	1	266
5	4	1	3	145
2	2	0	7	499
2	2	1	6	342
3	3	1	2	972
4	5	0	4	275
4	5	0	2	824
4	4	1	9	537
5	2	0	7	486
3	1	1	4	376
2	2	1	2	372
1	1	0	5	992
1	3	1	7	826
3	3	0	8	550
3	1	0	5	846
1	4	0	4	683
1	2	1	9	168
1	1	0	8	834
4	1	1	4	393
2	2	0	6	217
1	5	0	3	128
2	3	0	1	546
3	1	1	7	723
1	1	1	1	252
5	2	0	9	705
5	2	0	3	887
5	2	0	10	868
5	1	1	5	345
2	2	0	9	408
4	1	0	10	535
3	1	0	9	549
4	5	0	10	579
3	1	1	7	175
1	1	0	8	997
5	1	0	1	400
2	4	1	3	450
4	3	1	3	272
1	2	1	1	594
4	1	1	7	841
5	4	0	9	419
3	1	0	4	187
5	2	0	10	673
2	1	0	10	588
1	3	0	3	994
5	3	1	4	649
1	3	0	2	237
3	3	1	4	804
3	2	0	2	190
3	2	0	5	245
5	4	0	9	215
2	5	1	4	623
3	1	0	8	720
2	2	1	7	756
3	2	1	8	564
5	5	1	8	280
4	1	0	1	813
5	3	0	8	472
4	3	1	2	907
